"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
41340000;-19,56;-43,911;4860;"Ponte Raul Soares";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;38;-2;-6;-1;-5;0;0;"DAS VELHAS";;;"2022";83;19;138;"0%-10%";;750;800;850;"Normal"
41350000;-19,543;-43,903;;"Pirapora";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;;;;
41410000;-19,231;-44,025;7080;"Jequitibá";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;60;1;-5;0;;0;0;"DAS VELHAS";;;"2022";83;45;147;"10%-20%";;800;1000;1180;"Normal"
41650002;-18,673;-44,194;10700;"Ponto do Licínio";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;139;0;-4;-1;-2;0;0;"DAS VELHAS";;;"2022";149;129;179;"20%-30%";;810;860;910;"Normal"
41780002;-18,645;-44,051;3980;"Presidente Juscelino";2025-08-31 17:00:00;2025-08-31 16:00:00;2025-08-31 15:00:00;46;0;0;-2;-4;0;0;"PARAUNA";;;"2020";52;38;79;"11%-22%";;;;;
41818000;-18,306;-44,226;16600;"Santo Hipólito";2025-09-08 17:00:00;2025-09-08 16:00:00;2025-09-08 15:00:00;70;-1;2;;;0;0;"DAS VELHAS";;;"2020";89,5;53;178;"10%-20%";;540;640;745;"Normal"
44200000;-15,949;-44,868;184000;"São Francisco";2025-08-31 17:00:00;2025-08-31 16:00:00;2025-08-31 15:00:00;183;-1;-2;-1;3;0;0;"SÃO FRANCISCO";;;"1992";246;138;354;"10%-20%";;600;640;750;"Normal"
44290002;-15,601;-44,397;194000;"Pedras de Maria da Cruz";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;;;;
44500000;-14,757;-43,932;202000;"Manga";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;850;900;950;
45298000;-14,304;-43,763;254000;"Carinhanha";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;106;1;2;0;0;0;0;"SÃO FRANCISCO";;;"1979";182;64;274;"0%-10%";;860;930;1000;"Normal"
45480000;-13,257;-43,435;271000;"Bom Jesus da Lapa";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;270;0;-3;-6;-5;0,4;0,4;"SÃO FRANCISCO";;;"1979";335;206;431;"10%-20%";;850;900;950;"Normal"
45960001;-13,291;-43,909;31000;"Porto Novo";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;38;-3;9;7;2;0;0;"CORRENTE";;;"2016";112;45;166;"Mínima-0%";;500;550;600;"Normal"
46675000;-11,611;-44,157;39600;"Fazenda Macambira";2024-11-28 10:00:00;2024-11-28 09:00:00;2024-11-28 08:00:00;221;4;18;57;70;0;0;"GRANDE";;;"2021";140;66;231;"90%-100%";;;;;
46902000;-11,345;-43,826;65900;"Boqueirão";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;38;0;0;0;0;0;0;"GRANDE";;;"1980";60;19;110;"0%-10%";;400;425;450;"Normal"
46998000;-11,093;-43,14;425000;"Barra";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;118;-1;-5;-8;-7;0;0;"SÃO FRANCISCO";;;"1926";124;5;216;"43%-57%";;720;760;800;"Normal"
50520000;-11,06;-38,837;26100;"Ponte Euclides da Cunha";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;87;-1;-1;-5;-9;0;0;"ITAPICURU";;;"1969";47,5;14;174;"80%-90%";;;;;
51240000;-12,986;-40,958;16500;"Itaeté";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;433;-6;-43;-20;34;0;0;"PARAGUAÇU";;;"1978";437;393;656;"30%-40%";;;;;
53460500;-15,669;-42,453;2870;"Passagem das Éguas";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;247;-1;-3;-4;-5;0;0;"PARDO";;;"2021";240,5;193;256;"60%-70%";;;;;
56110000;-20,417;-42,9;6210;"Ponte Nova";;;;;;;;;;;"PIRANGA";;;;;;;;;;;;
56110005;-20,384;-42,903;6230;"Ponte Nova";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;84;0;-8;0;-4;0;0;"DOCE";;;"2012";101;49;153;"10%-20%";;;;;
56610000;-19,932;-43,173;1163;"Piracicaba";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;59;-1;-5;-3;-5;0;0;"DOCE";;;"1997";75,5;0;172;"30%-40%";;;;;
56660000;-19,767;-43,033;3060;"Nova Era";;;;;;;;;;;"PIRACICABA";;;;;;;;;;;;
56661000;-19,767;-43,026;3060;"Nova Era";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;44;2;2;4;3;0;0;"DOCE";;;"2022";52;29;72;"0%-10%";;;;;
56696000;-19,525;-42,641;5270;"Má De Carvalho";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;82;-2;-5;-1;-6;0;0;"DOCE";;;"2022";81;5;163;"50%-60%";;;;;
56825000;-19,188;-42,423;10200;"Naque Velho";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;213;0;36;34;32;0;0;"DOCE";;;"2016";198;133;242;"70%-80%";;;;;
56850000;-18,883;-41,951;40500;"Governador Valadares";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;116;0;-3;12;6;0;0;"DOCE";;;"1997";135;73;251;"10%-20%";;300;320;360;"Normal"
56994500;-19,533;-40,63;76400;"Colatina";2025-09-12 17:15:00;2025-09-12 16:15:00;2025-09-12 15:15:00;104;;;;6;0;0;"DOCE";;;"2013";96,5;37;190;"50%-60%";;460;530;580;"Normal"
56998200;-19,415;-40,076;82100;"Linhares";;;;;;;;;;;"DOCE";;;;;;;;;;;;
58770000;-21,389;-42,696;5880;"Cataguases";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;77;-4;-25;-11;-13;0;0;"POMBA";;;"1979";91;58;149;"10%-20%";;;;;
58790002;-21,542;-42,181;8210;"Santo Antônio de Pádua II";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;58;-4;-35;-8;-8;0;0;"POMBA";;;"2012";69;32;95;"10%-20%";;;;;
58792100;-21,621;-42,1;8530;"Aperibé";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;32;-6;;-9;-13;0;0;"POMBA";;;"2022";47;25;71;"14%-29%";;;;;
58940000;-21,208;-41,892;5800;"Itaperuna";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;176;-2;-18;9;7;0;0;"MURIAÉ";;;"2008";182,5;138;217;"20%-30%";;;;;
58960000;-21,492;-41,614;7210;"Cardoso Moreira";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;58;-2;-33;;;1,6;7,8;"MURIAÉ";;;"2008";74;-7;232;"30%-40%";;300;500;750;"Normal"
58974000;-21,751;-41,324;55700;"Campos";2025-09-12 18:15:00;2025-09-12 17:15:00;2025-09-12 16:15:00;462;6;-15;7;4;0;0;"MURIAÉ";;;"1966";599;447;714;"0%-10%";;;;;
66010000;-15,076;-57,182;9250;"BARRA DO BUGRES";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;44;-1;-1;-5;-10;0;0,4;"PARAGUAI";;;"1991";60;33;160;"10%-20%";;460;510;560;"Normal"
66070004;-16,076;-57,702;32400;"CÁCERES (DNPVN)";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;67;-8;-3;-10;-22;0;0;"PARAGUAI";;;"1982";146;33;306;"0%-10%";;480;530;630;"Normal"
66090000;-16,733;-57,749;47100;"DESCALVADOS";;;;;;;;;;;"PARAGUAI";;;;;;;;;;;;
66120000;-17,143;-57,359;64000;"PORTO CONCEICAO";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;264;-2;-14;-30;-59;0;0,4;"PARAGUAI";;;"1995";323,5;194;429;"20%-30%";;;;;
66125000;-17,641;-57,691;68900;"BELA VISTA DO NORTE";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;342;-2;-10;-20;-31;0;0,2;"PARAGUAI";;;"1982";398;239;438;"20%-30%";;;;;
66260001;-15,616;-56,109;23500;"CUIABÁ";2025-04-30 07:00:00;2025-04-30 06:00:00;2025-04-30 05:00:00;332;19;-69;-21;56,5384615;0;0;"CUIABÁ";;;"1974";103,5;-6;183;"70%-80%";;600;700;800;"Normal"
66260002;-15,583;-56,134;22800;"CUIABÁ";;;;;;;;;;;"CUIABÁ";;;;;;;;;;;;
66260006;-15,619;-56,1;23500;"CUIABÁ";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;131;-3;6;6;8;0;0;"CUIABÁ";;;;;;;;;;;;
66270000;-15,87;-56,076;25300;"SANTO ANTÔNIO DO LEVERGER";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;255;2;7;-1;5;0;0;"CUIABÁ";;;"1974";305,5;251;410;"0%-10%";;;;;
66280000;-16,193;-55,967;28900;"BARÃO DE MELGAÇO";2025-08-30 17:00:00;2025-08-30 16:00:00;2025-08-30 15:00:00;207;5;3;-3;-11;0;0;"CUIABÁ";;;"1992";228;183;679;"10%-20%";;;;;
66340000;-16,512;-56,376;36900;"PORTO CERCADO (Ex-Retiro BiguaÃ§al)";;;;;;;;;;;"CUIABÁ";;;;;;;;;;;;
66460000;-16,608;-55,206;23000;"ACIMA DO CÓRREGO GRANDE";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;33;-1;-6;-10;-13;0;0;"SÃO LOURENÇO";;;"1997";75;7;280;"10%-20%";;;;;
66470000;-16,925;-56,224;24100;"SÃO JOSÉ DO BORIREU";2023-09-15 07:00:00;2023-09-15 06:00:00;2023-09-15 05:00:00;69;-4;-4;-1;-2;0;0;"SÃO LOURENÇO";;;;;;;;;;;;
66600000;-17,202;-56,009;23300;"SÃO JERÔNIMO";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;213;-2;-3;0;-2;0;0,4;"PIQUIRI";;;;;;;;;;;;
66650000;-17,292;-56,387;30000;"SÃO JOSÉ DO PIQUIRI";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;200;-1;-1;0;-2;0;0;"PIQUIRI";;;"1977";204;141;262;"40%-50%";;;;;
66710000;-17,366;-56,775;95200;"POUSADA TAIAMÃ  (Ex-Porto Jofre)";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;248;0;-6;-9;-17;0;0;"CUIABÁ";;;"2003";273;210;312;"20%-30%";;;;;
66750000;-17,623;-56,965;103000;"PORTO DO ALEGRE";;;;;;;;;;;"CUIABÁ";;;;;;;;;;;;
66810000;-18,394;-57,391;243000;"PORTO SAO FRANCISCO";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;568;-3;-18;-36;-53;0;0;"PARAGUAI";;;"1995";579;217;678;"20%-30%";;;;;
66825000;-19,002;-57,594;253000;"LADÁRIO";2025-09-12 07:00:00;2025-09-12 06:00:00;2025-09-12 05:00:00;265;-2;-15;-32;-43;0;0;"PARAGUAI";;;"1988";336;-60;438;"30%-40%";;;;;
66870000;-18,508;-54,762;27600;"COXIM";2025-09-12 19:30:00;2025-09-12 18:30:00;2025-09-12 17:30:00;364;-1;-4;-9;-12;0;0;"TAQUARI";;;"1977";;;;"10%-20%";;;;;
66900000;-20,762;-56,091;11600;"ESTRADA MT-738";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;103;-1;-5;-6;-5;0;12;"MIRANDA";;;;;;;;;;;;
66910000;-20,241;-56,399;15000;"MIRANDA";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;127;-1;-6;-9;-13;0;2,4;"MIRANDA";;;"1992";169;91;571;"10%-20%";;;;;
66941000;-20,448;-55,428;10900;"PALMEIRAS";2025-09-12 19:30:00;2025-09-12 18:30:00;2025-09-12 17:30:00;131;-1;3;-9;-9;0;5,2;"AQUIDAUANA";;;"2011";148;94;368;"10%-20%";;;;;
66945000;-20,478;-55,801;15700;"AQUIDAUANA";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;161;0;-2;-11;-12;0;1;"AQUIDAUANA";;;"2011";252;107;555;"10%-20%";;;;;
66960008;-19,601;-57,437;371000;"PORTO ESPERANÇA";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;189;-2;-21;-37;-48;0;0;"PARAGUAI";;;;;;;;;;;;
66970000;-19,92;-57,792;372000;"FORTE COIMBRA";2025-09-10 07:00:00;2025-09-10 06:00:00;2025-09-10 05:00:00;143;-3;-18;-35;-48;0;0;"PARAGUAI";;;"1988";275,5;-176;429;"10%-20%";;;;;
67030000;-21,099;-57,844;546000;"BARRANCO BRANCO";;;;;;;;;;;"PARAGUAI";;;;;;;;;;;;
67100000;-21,7;-57,891;576000;"PORTO MURTINHO";2025-09-12 07:00:00;2025-09-12 06:00:00;2025-09-12 05:00:00;336;-3;-14;-24;-34;0;0;"PARAGUAI";;;"1982";492;88;777;"20%-30%";;;;;
71200000;-27,803;-49,779;1010;"Vila Canoas";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;419;-78;77;-28;283;0;14,6;"CANOAS";;;;;;;;;500;600;700;"Normal"
71300000;-27,702;-49,84;2000;"Rio Bonito";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;708;-18;334;-49;500;0;0;"CANOAS";;;"1990";200;34;1188;"90%-100%";;;;;
71350001;-27,508;-50,113;3230;"Encruzilhada II";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;543;7;50;-10;352;0;0,2;"CANOAS";;;"2017";173;90;936;"90%-100%";;400;500;600;"Alerta"
72715000;-26,896;-51,076;801;"Rio das Antas";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;159;-4;-9;-8;8;0;23,6;"DO PEIXE";;;"1997";144;88;222;"70%-80%";;250;350;450;"Normal"
72810000;-27,088;-51,258;2010;"Tangará";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;110;-9;-8;-16;22;0;31,6;"DO PEIXE";;;"2022";85,5;61;181;"70%-80%";;350;450;550;"Normal"
72849000;-27,159;-51,481;3710;"Joaçaba I";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;171;-36;-36;-27;59;0;23,8;"DO PEIXE";;;"2014";119;67;415;"70%-80%";;700;800;900;"Normal"
73770000;-26,818;-52,734;5550;"Porto Fae Novo";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;161;-12;-29;-47;64;0,2;10,6;"CHAPECÓ";;;"1983";105;24;398;"70%-80%";;;;;
73960000;-27,042;-52,954;8240;"Barra do Chapecó Aux.";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;232;-11;21;-8;44;0;19,4;"CHAPECÓ";;;"1983";172,5;126;355;"80%-90%";;520;630;700;"Normal"
74100000;-27,176;-53,23;61900;"Iraí";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;329;-96;40;23;80;0;20,4;"URUGUAI";;;"1983";236,5;109;922;"70%-80%";;500;600;800;"Normal"
74295000;-27,013;-53,295;300;"Linha Jataí";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;95;-7;14;6;14;0;31,6;"IRACEMA";;;"1983";75;56;272;"60%-70%";;600;700;800;"Normal"
74300000;-26,588;-53,454;814;"Guatapara de Baixo";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;72;-38;-4;12;14;0;18,4;"DAS ANTAS";;;"2013";80;60;263;"30%-40%";;700;900;1100;"Normal"
74320000;-26,682;-53,286;609;"Ponte do Sargento";2025-05-12 10:00:00;2025-05-12 09:00:00;2025-05-12 08:00:00;-13;2;0;1;0;0;0;"SARGENTO";;;;;;;;;;;;
74329000;-27,172;-53,71;72300;"Itapiranga";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;256;-91;45;29;93;0;9,8;"URUGUAI";;;"2023";166;64;297;"88%-100%";;500;600;730;"Normal"
74500000;-27,302;-54,14;82300;"Alto Uruguai";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;400;-93;101;83;167;0,2;8,8;"URUGUAI";;;"1965";249,5;2;1650;"70%-80%";;1700;1900;2100;"Normal"
74720000;-27,578;-54,683;90700;"Porto Mauá";2025-09-12 10:30:00;2025-09-12 09:30:00;2025-09-12 08:30:00;487;-127;135;116;;0;10,8;"URUGUAI";;;"2023";291;175;527;"75%-100%";;800;950;1050;"Normal"
74800000;-27,853;-55,026;95200;"Porto Lucena";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;274;-85;79;80;139;0;12,6;"URUGUAI";;;"2014";157;10;710;"70%-80%";;800;900;1000;"Normal"
75230000;-28,355;-54,268;5440;"Santo Ângelo";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;187;-25;-23;23;16;0;9,8;"IJUÍ";;;"1992";150;50;557;"70%-80%";;;;;
75550000;-28,182;-55,643;116000;"Garruchos";2025-09-12 19:30:00;2025-09-12 18:30:00;2025-09-12 17:30:00;602;53;250;274;430;0;0;"URUGUAI";;;"1983";210;-25;1130;"80%-90%";;1300;1400;1500;"Normal"
75780000;-28,624;-56,037;125000;"Passo São Borja";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;688;110;196;206;347;0;3,8;"URUGUAI";;;"2014";323;19;1150;"80%-90%";;;;;
75900000;-29,118;-56,554;131000;"Itaqui";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;644;40;154;134;322;0;2;"URUGUAI";;;"1983";305,5;7;1013;"80%-90%";;630;730;830;"Atencao"
76251000;-30,97;-54,693;462;"Dom Pedrito";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;959;2;184;242;221;0;0,4;"SANTA MARIA";;;"2002";625;407;1135;"80%-90%";;;;;
76300000;-30,281;-54,903;6010;"Ponte Ibicuí da Armada";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;256;-21;88;66;51;0;0;"IBICUÍ DA ARMADA";;;"1997";135;29;612;"80%-90%";;600;650;700;"Normal"
76310000;-30,243;-54,917;12100;"Rosário do Sul";2025-09-12 19:30:00;2025-09-12 18:30:00;2025-09-12 17:30:00;299;-18;106;54;94;0;2,6;"SANTA MARIA";;;"1992";195;12;658;"80%-90%";;450;550;650;"Normal"
76560000;-29,596;-55,481;29400;"Manoel Viana";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;658;1;101;-94;237;0,8;15,4;"IBICUÍ";;;"2009";341;137;936;"90%-100%";;760;860;960;"Normal"
76742000;-29,951;-55,6;1160;"Passo do Osório";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;387;-11;-14;169;71;0;1,2;"ARROIO CAVERÁ";;;"2019";172;70;514;"80%-90%";;;;;
76750000;-29,768;-55,788;5867;"Alegrete";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;646;-18;101;342;186;0;1,8;"IBIRAPUITÃ";;;"2019";222;102;1082;"80%-90%";;750;850;970;"Normal"
76800000;-29,309;-56,055;42500;"Passo Mariano Pinto";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;599;-9;79;-53;281;0;2;"IBICUÍ";;;"1992";251,5;76;855;"90%-100%";;700;750;800;"Normal"
77150000;-29,749;-57,089;190000;"Uruguaiana";2025-09-12 18:30:00;2025-09-12 17:30:00;2025-09-12 16:30:00;673;11;135;101;283;0;0,2;"URUGUAI";;;"1983";395;106;989;"80%-90%";;650;750;850;"Atencao"
77500000;-30,384;-56,466;4570;"Quaraí";2025-09-12 19:00:00;2025-09-12 18:00:00;2025-09-12 17:00:00;250;-64;-234;97;-133;0;0,4;"QUARAÍ";;;"2001";123,5;46;1098;"80%-90%";;600;750;950;"Normal"
86472000;-29,098;-51,7;13000;"Linha José Julio";2025-09-12 19:30:00;2025-09-12 18:30:00;2025-09-12 17:30:00;535;-86;48;243;163;0;24;"TAQUARI";;;"2023";350;225;546;"86%-100%";;;;;
86472600;-29,178;-51,732;;"Santa Tereza";2025-09-12 18:45:00;2025-09-12 17:45:00;2025-09-12 16:45:00;408;-70;57;241;210;0;0;"TAQUARI";;;;;;;;;;;;
86510000;-29,167;-51,869;16000;"Muçum";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;350;-108;36;178;154;0;23,2;"TAQUARI";;;"2020";211;50;1820;"70%-80%";;;;;
86720000;-29,234;-51,855;19100;"Encantado";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;183;-89;-6;139;128;0;20;"TAQUARI";;;"2020";225;80;1777;"30%-40%";;;;;
86879300;-29,473;-51,962;22472;"Estrela";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;1321;-21;-21;29;50;0;11,2;"TAQUARI";;;"2023";1324;1284;1364;"0%-100%";;;;;
87160000;-29,336;-51,189;2030;"Nova Palmira";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;180;-13;-13;53;48;0;28,6;"CAÍ";;;"2023";90,5;2;575;"80%-90%";;;;;
87170000;-29,59;-51,383;3030;"Barca Do Caí";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;432;-134;-190;189;182;0;15,4;"CAÍ";;;"2023";274;149;1203;"70%-80%";;500;700;1050;"Normal"
87270000;-29,701;-51,441;4360;"Passo Montenegro";2025-09-12 19:15:00;2025-09-12 18:15:00;2025-09-12 17:15:00;281;-106;-121;101;138;0;10,8;"CAÍ";;;"1961";163;44;756;"70%-80%";;;;;
